dataset,n_subjects,mean_delta_acc_matched_coverage,median_delta_acc_matched_coverage,mean_delta_ece,mean_delta_brier,mean_ensemble_acc_matched_coverage,mean_comparison_acc_matched_coverage,mean_ensemble_ece,mean_comparison_ece,mean_ensemble_brier,mean_comparison_brier
Cho2017,1,0.04761904761904756,0.04761904761904756,0.010595101111709304,-0.029721082844830993,0.6904761904761905,0.6428571428571429,0.06594424709143838,0.05534914597972908,0.4471732912050552,0.4768943740498862
