dataset,model,use_ea,calibrated,uncertainty_score,coverage_target,mean_accuracy_all,mean_macro_f1,mean_brier,mean_ece,mean_selective_accuracy,mean_selective_risk,mean_coverage_observed,n_subjects
BCI_IV_2a,v1_lda,True,True,max-prob,0.6,0.43486952861952866,0.3553617244444751,0.6722904484563915,0.17603861484821265,0.5236606439572957,0.4763393560427043,0.6008698092031426,9
