dataset,subject,decoder,threshold,coverage,risk,accuracy,n_covered
BCI_IV_2a,7,LDA,0.5,0.1076388888888889,0.03225806451612903,0.967741935483871,31
BCI_IV_2a,7,LDA,0.55,0.03125,0.0,1.0,9
BCI_IV_2a,7,LDA,0.6,0.0,,,0
BCI_IV_2a,7,LDA,0.65,0.0,,,0
BCI_IV_2a,7,LDA,0.7,0.0,,,0
BCI_IV_2a,7,LDA,0.75,0.0,,,0
BCI_IV_2a,7,LDA,0.8,0.0,,,0
BCI_IV_2a,7,LDA,0.85,0.0,,,0
BCI_IV_2a,7,LDA,0.9,0.0,,,0
BCI_IV_2a,7,LDA,0.95,0.0,,,0
BCI_IV_2a,7,LDA,1.0,0.0,,,0
BCI_IV_2a,8,LDA,0.0,1.0,0.3854166666666667,0.6145833333333334,288
BCI_IV_2a,8,LDA,0.05,1.0,0.3854166666666667,0.6145833333333334,288
BCI_IV_2a,8,LDA,0.1,1.0,0.3854166666666667,0.6145833333333334,288
BCI_IV_2a,8,LDA,0.15,1.0,0.3854166666666667,0.6145833333333334,288
BCI_IV_2a,8,LDA,0.2,1.0,0.3854166666666667,0.6145833333333334,288
BCI_IV_2a,8,LDA,0.25,1.0,0.3854166666666667,0.6145833333333334,288
BCI_IV_2a,8,LDA,0.3,0.9618055555555556,0.37184115523465705,0.628158844765343,277
BCI_IV_2a,8,LDA,0.35,0.8194444444444444,0.326271186440678,0.673728813559322,236
BCI_IV_2a,8,LDA,0.4,0.5520833333333334,0.2893081761006289,0.710691823899371,159
BCI_IV_2a,8,LDA,0.45,0.2881944444444444,0.25301204819277107,0.7469879518072289,83
BCI_IV_2a,8,LDA,0.5,0.1284722222222222,0.21621621621621623,0.7837837837837838,37
BCI_IV_2a,8,LDA,0.55,0.08333333333333333,0.16666666666666666,0.8333333333333334,24
BCI_IV_2a,8,LDA,0.6,0.04513888888888889,0.15384615384615385,0.8461538461538461,13
BCI_IV_2a,8,LDA,0.65,0.013888888888888888,0.25,0.75,4
BCI_IV_2a,8,LDA,0.7,0.003472222222222222,0.0,1.0,1
BCI_IV_2a,8,LDA,0.75,0.0,,,0
BCI_IV_2a,8,LDA,0.8,0.0,,,0
BCI_IV_2a,8,LDA,0.85,0.0,,,0
BCI_IV_2a,8,LDA,0.9,0.0,,,0
BCI_IV_2a,8,LDA,0.95,0.0,,,0
BCI_IV_2a,8,LDA,1.0,0.0,,,0
BCI_IV_2a,9,LDA,0.0,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.05,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.1,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.15,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.2,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.25,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.3,1.0,0.6174242424242424,0.38257575757575757,264
BCI_IV_2a,9,LDA,0.35,0.6515151515151515,0.563953488372093,0.436046511627907,172
BCI_IV_2a,9,LDA,0.4,0.1893939393939394,0.44,0.56,50
BCI_IV_2a,9,LDA,0.45,0.015151515151515152,0.75,0.25,4
BCI_IV_2a,9,LDA,0.5,0.0,,,0
BCI_IV_2a,9,LDA,0.55,0.0,,,0
BCI_IV_2a,9,LDA,0.6,0.0,,,0
BCI_IV_2a,9,LDA,0.65,0.0,,,0
BCI_IV_2a,9,LDA,0.7,0.0,,,0
BCI_IV_2a,9,LDA,0.75,0.0,,,0
BCI_IV_2a,9,LDA,0.8,0.0,,,0
BCI_IV_2a,9,LDA,0.85,0.0,,,0
BCI_IV_2a,9,LDA,0.9,0.0,,,0
BCI_IV_2a,9,LDA,0.95,0.0,,,0
BCI_IV_2a,9,LDA,1.0,0.0,,,0
BCI_IV_2a,1,ensemble,0.0,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.05,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.1,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.15,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.2,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.25,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.3,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.35,1.0,0.21875,0.78125,288
BCI_IV_2a,1,ensemble,0.4,0.9861111111111112,0.20774647887323944,0.7922535211267606,284
BCI_IV_2a,1,ensemble,0.45,0.9652777777777778,0.20503597122302158,0.7949640287769785,278
BCI_IV_2a,1,ensemble,0.5,0.8611111111111112,0.16129032258064516,0.8387096774193549,248
BCI_IV_2a,1,ensemble,0.55,0.6909722222222222,0.10552763819095477,0.8944723618090452,199
BCI_IV_2a,1,ensemble,0.6,0.5833333333333334,0.047619047619047616,0.9523809523809523,168
BCI_IV_2a,1,ensemble,0.65,0.4340277777777778,0.032,0.968,125
BCI_IV_2a,1,ensemble,0.7,0.2604166666666667,0.013333333333333334,0.9866666666666667,75
BCI_IV_2a,1,ensemble,0.75,0.1284722222222222,0.0,1.0,37
BCI_IV_2a,1,ensemble,0.8,0.010416666666666666,0.0,1.0,3
BCI_IV_2a,1,ensemble,0.85,0.0,,,0
BCI_IV_2a,1,ensemble,0.9,0.0,,,0
BCI_IV_2a,1,ensemble,0.95,0.0,,,0
BCI_IV_2a,1,ensemble,1.0,0.0,,,0
BCI_IV_2a,2,ensemble,0.0,1.0,0.5451388888888888,0.4548611111111111,288
BCI_IV_2a,2,ensemble,0.05,1.0,0.5451388888888888,0.4548611111111111,288
BCI_IV_2a,2,ensemble,0.1,1.0,0.5451388888888888,0.4548611111111111,288
BCI_IV_2a,2,ensemble,0.15,1.0,0.5451388888888888,0.4548611111111111,288
BCI_IV_2a,2,ensemble,0.2,1.0,0.5451388888888888,0.4548611111111111,288
BCI_IV_2a,2,ensemble,0.25,1.0,0.5451388888888888,0.4548611111111111,288
BCI_IV_2a,2,ensemble,0.3,0.6284722222222222,0.4585635359116022,0.5414364640883977,181
BCI_IV_2a,2,ensemble,0.35,0.12152777777777778,0.22857142857142856,0.7714285714285715,35
BCI_IV_2a,2,ensemble,0.4,0.04513888888888889,0.0,1.0,13
BCI_IV_2a,2,ensemble,0.45,0.020833333333333332,0.0,1.0,6
BCI_IV_2a,2,ensemble,0.5,0.003472222222222222,0.0,1.0,1
BCI_IV_2a,2,ensemble,0.55,0.0,,,0
BCI_IV_2a,2,ensemble,0.6,0.0,,,0
BCI_IV_2a,2,ensemble,0.65,0.0,,,0
BCI_IV_2a,2,ensemble,0.7,0.0,,,0
BCI_IV_2a,2,ensemble,0.75,0.0,,,0
BCI_IV_2a,2,ensemble,0.8,0.0,,,0
BCI_IV_2a,2,ensemble,0.85,0.0,,,0
BCI_IV_2a,2,ensemble,0.9,0.0,,,0
BCI_IV_2a,2,ensemble,0.95,0.0,,,0
BCI_IV_2a,2,ensemble,1.0,0.0,,,0
BCI_IV_2a,3,ensemble,0.0,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.05,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.1,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.15,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.2,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.25,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.3,1.0,0.1388888888888889,0.8611111111111112,288
BCI_IV_2a,3,ensemble,0.35,0.9965277777777778,0.13588850174216027,0.8641114982578397,287
BCI_IV_2a,3,ensemble,0.4,0.9895833333333334,0.13333333333333333,0.8666666666666667,285
BCI_IV_2a,3,ensemble,0.45,0.9548611111111112,0.11636363636363636,0.8836363636363637,275
BCI_IV_2a,3,ensemble,0.5,0.8923611111111112,0.10116731517509728,0.8988326848249028,257
BCI_IV_2a,3,ensemble,0.55,0.8020833333333334,0.08658008658008658,0.9134199134199135,231
BCI_IV_2a,3,ensemble,0.6,0.6979166666666666,0.05472636815920398,0.945273631840796,201
BCI_IV_2a,3,ensemble,0.65,0.5763888888888888,0.03614457831325301,0.963855421686747,166
BCI_IV_2a,3,ensemble,0.7,0.4131944444444444,0.04201680672268908,0.957983193277311,119
BCI_IV_2a,3,ensemble,0.75,0.2361111111111111,0.014705882352941176,0.9852941176470589,68
BCI_IV_2a,3,ensemble,0.8,0.09027777777777778,0.0,1.0,26
BCI_IV_2a,3,ensemble,0.85,0.017361111111111112,0.0,1.0,5
BCI_IV_2a,3,ensemble,0.9,0.0,,,0
BCI_IV_2a,3,ensemble,0.95,0.0,,,0
BCI_IV_2a,3,ensemble,1.0,0.0,,,0
BCI_IV_2a,4,ensemble,0.0,1.0,0.6944444444444444,0.3055555555555556,288
BCI_IV_2a,4,ensemble,0.05,1.0,0.6944444444444444,0.3055555555555556,288
BCI_IV_2a,4,ensemble,0.1,1.0,0.6944444444444444,0.3055555555555556,288
BCI_IV_2a,4,ensemble,0.15,1.0,0.6944444444444444,0.3055555555555556,288
BCI_IV_2a,4,ensemble,0.2,1.0,0.6944444444444444,0.3055555555555556,288
BCI_IV_2a,4,ensemble,0.25,1.0,0.6944444444444444,0.3055555555555556,288
BCI_IV_2a,4,ensemble,0.3,0.6180555555555556,0.601123595505618,0.398876404494382,178
BCI_IV_2a,4,ensemble,0.35,0.1284722222222222,0.3783783783783784,0.6216216216216216,37
BCI_IV_2a,4,ensemble,0.4,0.006944444444444444,0.0,1.0,2
BCI_IV_2a,4,ensemble,0.45,0.0,,,0
BCI_IV_2a,4,ensemble,0.5,0.0,,,0
BCI_IV_2a,4,ensemble,0.55,0.0,,,0
BCI_IV_2a,4,ensemble,0.6,0.0,,,0
BCI_IV_2a,4,ensemble,0.65,0.0,,,0
BCI_IV_2a,4,ensemble,0.7,0.0,,,0
BCI_IV_2a,4,ensemble,0.75,0.0,,,0
BCI_IV_2a,4,ensemble,0.8,0.0,,,0
BCI_IV_2a,4,ensemble,0.85,0.0,,,0
BCI_IV_2a,4,ensemble,0.9,0.0,,,0
BCI_IV_2a,4,ensemble,0.95,0.0,,,0
BCI_IV_2a,4,ensemble,1.0,0.0,,,0
BCI_IV_2a,5,ensemble,0.0,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.05,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.1,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.15,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.2,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.25,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.3,1.0,0.7048611111111112,0.2951388888888889,288
BCI_IV_2a,5,ensemble,0.35,0.9756944444444444,0.697508896797153,0.302491103202847,281
BCI_IV_2a,5,ensemble,0.4,0.0,,,0
BCI_IV_2a,5,ensemble,0.45,0.0,,,0
BCI_IV_2a,5,ensemble,0.5,0.0,,,0
BCI_IV_2a,5,ensemble,0.55,0.0,,,0
BCI_IV_2a,5,ensemble,0.6,0.0,,,0
BCI_IV_2a,5,ensemble,0.65,0.0,,,0
BCI_IV_2a,5,ensemble,0.7,0.0,,,0
BCI_IV_2a,5,ensemble,0.75,0.0,,,0
BCI_IV_2a,5,ensemble,0.8,0.0,,,0
BCI_IV_2a,5,ensemble,0.85,0.0,,,0
BCI_IV_2a,5,ensemble,0.9,0.0,,,0
BCI_IV_2a,5,ensemble,0.95,0.0,,,0
BCI_IV_2a,5,ensemble,1.0,0.0,,,0
BCI_IV_2a,6,ensemble,0.0,1.0,0.7291666666666666,0.2708333333333333,288
BCI_IV_2a,6,ensemble,0.05,1.0,0.7291666666666666,0.2708333333333333,288
BCI_IV_2a,6,ensemble,0.1,1.0,0.7291666666666666,0.2708333333333333,288
BCI_IV_2a,6,ensemble,0.15,1.0,0.7291666666666666,0.2708333333333333,288
BCI_IV_2a,6,ensemble,0.2,1.0,0.7291666666666666,0.2708333333333333,288
BCI_IV_2a,6,ensemble,0.25,1.0,0.7291666666666666,0.2708333333333333,288
BCI_IV_2a,6,ensemble,0.3,0.9826388888888888,0.7314487632508834,0.26855123674911663,283
BCI_IV_2a,6,ensemble,0.35,0.7291666666666666,0.6666666666666666,0.3333333333333333,210
BCI_IV_2a,6,ensemble,0.4,0.375,0.6018518518518519,0.39814814814814814,108
BCI_IV_2a,6,ensemble,0.45,0.1527777777777778,0.4318181818181818,0.5681818181818182,44
BCI_IV_2a,6,ensemble,0.5,0.003472222222222222,0.0,1.0,1
BCI_IV_2a,6,ensemble,0.55,0.0,,,0
BCI_IV_2a,6,ensemble,0.6,0.0,,,0
BCI_IV_2a,6,ensemble,0.65,0.0,,,0
BCI_IV_2a,6,ensemble,0.7,0.0,,,0
BCI_IV_2a,6,ensemble,0.75,0.0,,,0
BCI_IV_2a,6,ensemble,0.8,0.0,,,0
BCI_IV_2a,6,ensemble,0.85,0.0,,,0
BCI_IV_2a,6,ensemble,0.9,0.0,,,0
BCI_IV_2a,6,ensemble,0.95,0.0,,,0
BCI_IV_2a,6,ensemble,1.0,0.0,,,0
BCI_IV_2a,7,ensemble,0.0,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.05,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.1,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.15,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.2,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.25,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.3,1.0,0.2708333333333333,0.7291666666666666,288
BCI_IV_2a,7,ensemble,0.35,0.9652777777777778,0.26258992805755393,0.737410071942446,278
BCI_IV_2a,7,ensemble,0.4,0.7118055555555556,0.22926829268292684,0.7707317073170732,205
BCI_IV_2a,7,ensemble,0.45,0.46875,0.17037037037037037,0.8296296296296296,135
BCI_IV_2a,7,ensemble,0.5,0.3090277777777778,0.1348314606741573,0.8651685393258427,89
BCI_IV_2a,7,ensemble,0.55,0.15625,0.15555555555555556,0.8444444444444444,45
BCI_IV_2a,7,ensemble,0.6,0.04513888888888889,0.0,1.0,13
BCI_IV_2a,7,ensemble,0.65,0.006944444444444444,0.0,1.0,2
BCI_IV_2a,7,ensemble,0.7,0.0,,,0
BCI_IV_2a,7,ensemble,0.75,0.0,,,0
BCI_IV_2a,7,ensemble,0.8,0.0,,,0
BCI_IV_2a,7,ensemble,0.85,0.0,,,0
BCI_IV_2a,7,ensemble,0.9,0.0,,,0
BCI_IV_2a,7,ensemble,0.95,0.0,,,0
BCI_IV_2a,7,ensemble,1.0,0.0,,,0
BCI_IV_2a,8,ensemble,0.0,1.0,0.4513888888888889,0.5486111111111112,288
BCI_IV_2a,8,ensemble,0.05,1.0,0.4513888888888889,0.5486111111111112,288
BCI_IV_2a,8,ensemble,0.1,1.0,0.4513888888888889,0.5486111111111112,288
BCI_IV_2a,8,ensemble,0.15,1.0,0.4513888888888889,0.5486111111111112,288
BCI_IV_2a,8,ensemble,0.2,1.0,0.4513888888888889,0.5486111111111112,288
BCI_IV_2a,8,ensemble,0.25,1.0,0.4513888888888889,0.5486111111111112,288
BCI_IV_2a,8,ensemble,0.3,0.9895833333333334,0.45263157894736844,0.5473684210526316,285
BCI_IV_2a,8,ensemble,0.35,0.8333333333333334,0.43333333333333335,0.5666666666666667,240
BCI_IV_2a,8,ensemble,0.4,0.5659722222222222,0.4233128834355828,0.5766871165644172,163
BCI_IV_2a,8,ensemble,0.45,0.3715277777777778,0.3925233644859813,0.6074766355140186,107
BCI_IV_2a,8,ensemble,0.5,0.3020833333333333,0.3448275862068966,0.6551724137931034,87
BCI_IV_2a,8,ensemble,0.55,0.2152777777777778,0.20967741935483872,0.7903225806451613,62
BCI_IV_2a,8,ensemble,0.6,0.13541666666666666,0.1282051282051282,0.8717948717948718,39
BCI_IV_2a,8,ensemble,0.65,0.0798611111111111,0.08695652173913043,0.9130434782608695,23
BCI_IV_2a,8,ensemble,0.7,0.013888888888888888,0.0,1.0,4
BCI_IV_2a,8,ensemble,0.75,0.003472222222222222,0.0,1.0,1
BCI_IV_2a,8,ensemble,0.8,0.0,,,0
BCI_IV_2a,8,ensemble,0.85,0.0,,,0
BCI_IV_2a,8,ensemble,0.9,0.0,,,0
BCI_IV_2a,8,ensemble,0.95,0.0,,,0
BCI_IV_2a,8,ensemble,1.0,0.0,,,0
BCI_IV_2a,9,ensemble,0.0,1.0,0.5227272727272727,0.4772727272727273,264
BCI_IV_2a,9,ensemble,0.05,1.0,0.5227272727272727,0.4772727272727273,264
BCI_IV_2a,9,ensemble,0.1,1.0,0.5227272727272727,0.4772727272727273,264
BCI_IV_2a,9,ensemble,0.15,1.0,0.5227272727272727,0.4772727272727273,264
BCI_IV_2a,9,ensemble,0.2,1.0,0.5227272727272727,0.4772727272727273,264
BCI_IV_2a,9,ensemble,0.25,1.0,0.5227272727272727,0.4772727272727273,264
BCI_IV_2a,9,ensemble,0.3,0.9696969696969697,0.51171875,0.48828125,256
BCI_IV_2a,9,ensemble,0.35,0.8446969696969697,0.4977578475336323,0.5022421524663677,223
BCI_IV_2a,9,ensemble,0.4,0.625,0.4484848484848485,0.5515151515151515,165
BCI_IV_2a,9,ensemble,0.45,0.2916666666666667,0.2727272727272727,0.7272727272727273,77
BCI_IV_2a,9,ensemble,0.5,0.026515151515151516,0.2857142857142857,0.7142857142857143,7
BCI_IV_2a,9,ensemble,0.55,0.0,,,0
BCI_IV_2a,9,ensemble,0.6,0.0,,,0
BCI_IV_2a,9,ensemble,0.65,0.0,,,0
BCI_IV_2a,9,ensemble,0.7,0.0,,,0
BCI_IV_2a,9,ensemble,0.75,0.0,,,0
BCI_IV_2a,9,ensemble,0.8,0.0,,,0
BCI_IV_2a,9,ensemble,0.85,0.0,,,0
BCI_IV_2a,9,ensemble,0.9,0.0,,,0
BCI_IV_2a,9,ensemble,0.95,0.0,,,0
BCI_IV_2a,9,ensemble,1.0,0.0,,,0
