run,dataset,subject,model,uncertainty_score,target_coverage,coverage,score_cutoff,selective_accuracy,selective_risk
smoke_lda,BCI_IV_2a,9,v1_lda,max-prob,0.8,0.803030303030303,0.3357135227594,0.419811320754717,0.5801886792452831
smoke_lda_one_subject_2,BCI_IV_2a,1,v1_lda,max-prob,0.4,0.4027777777777778,0.6115054851370199,0.8620689655172413,0.1379310344827586
smoke_lda_one_subject_2,BCI_IV_2a,1,v1_lda,max-prob,0.6,0.6006944444444444,0.5210926359441823,0.8439306358381503,0.1560693641618497
smoke_lda_one_subject_2,BCI_IV_2a,1,v1_lda,max-prob,0.8,0.8020833333333334,0.4632013800394881,0.8008658008658008,0.1991341991341991
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,v1_lda,max-prob,0.4,0.4027777777777778,0.61150547949061,0.8620689655172413,0.1379310344827586
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,v1_lda,max-prob,0.6,0.6006944444444444,0.5210926279241729,0.8439306358381503,0.1560693641618497
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,v1_lda,max-prob,0.8,0.8020833333333334,0.4632013624175634,0.8008658008658008,0.1991341991341991
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.4,0.4027777777777778,0.783468919424229,0.8706896551724138,0.1293103448275862
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.6,0.6006944444444444,0.6677939653216111,0.8728323699421965,0.1271676300578035
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.8,0.8020833333333334,0.5756930168354233,0.8095238095238095,0.1904761904761904
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,eegnet_calibrated,max-prob,0.4,0.4027777777777778,0.8220209908739408,0.8706896551724138,0.1293103448275862
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,eegnet_calibrated,max-prob,0.6,0.6006944444444444,0.6992124772834527,0.8670520231213873,0.1329479768786127
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,eegnet_calibrated,max-prob,0.8,0.8020833333333334,0.5958000022691576,0.8095238095238095,0.1904761904761904
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.4,0.4027777777777778,0.9757911287643536,0.9655172413793104,0.0344827586206896
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.6,0.6006944444444444,0.912386377610157,0.9364161849710982,0.0635838150289017
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.8,0.8020833333333334,0.7523759183964208,0.9004329004329005,0.0995670995670995
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,spatial_calibrated,max-prob,0.4,0.4027777777777778,0.9700971496237056,0.9655172413793104,0.0344827586206896
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,spatial_calibrated,max-prob,0.6,0.6006944444444444,0.900755895401784,0.9364161849710982,0.0635838150289017
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,spatial_calibrated,max-prob,0.8,0.8020833333333334,0.7394773349705719,0.9004329004329005,0.0995670995670995
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.4,0.4027777777777778,0.954132336748292,0.956896551724138,0.0431034482758621
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.6,0.6006944444444444,0.8698711704156661,0.9479768786127168,0.0520231213872832
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.8,0.8020833333333334,0.6792479237490004,0.9004329004329005,0.0995670995670995
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,v1_lda,max-prob,0.4,0.4027777777777778,0.5561982782373482,0.4741379310344827,0.5258620689655172
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,v1_lda,max-prob,0.6,0.6006944444444444,0.5382465206701723,0.3468208092485549,0.653179190751445
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,v1_lda,max-prob,0.8,0.8020833333333334,0.5135028504637553,0.3073593073593073,0.6926406926406927
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,eegnet_uncalibrated,max-prob,0.4,0.4027777777777778,0.5457843856208694,0.6293103448275862,0.3706896551724138
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,eegnet_uncalibrated,max-prob,0.6,0.6006944444444444,0.4670031361452058,0.5664739884393064,0.4335260115606936
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,eegnet_uncalibrated,max-prob,0.8,0.8020833333333334,0.4202023489077018,0.5021645021645021,0.4978354978354978
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,eegnet_calibrated,max-prob,0.4,0.4027777777777778,0.4883425718443638,0.6293103448275862,0.3706896551724138
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,eegnet_calibrated,max-prob,0.6,0.6006944444444444,0.4294013403185069,0.5722543352601156,0.4277456647398844
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,eegnet_calibrated,max-prob,0.8,0.8020833333333334,0.389849135755264,0.5021645021645021,0.4978354978354978
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,spatial_uncalibrated,max-prob,0.4,0.4027777777777778,0.8131999129311122,0.8189655172413793,0.1810344827586206
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,spatial_uncalibrated,max-prob,0.6,0.6006944444444444,0.6606948459797098,0.7109826589595376,0.2890173410404624
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,spatial_uncalibrated,max-prob,0.8,0.8020833333333334,0.5281677739906054,0.6493506493506493,0.3506493506493506
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,spatial_calibrated,max-prob,0.4,0.4027777777777778,0.7190160640774043,0.8362068965517241,0.1637931034482759
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,spatial_calibrated,max-prob,0.6,0.6006944444444444,0.5853580967579302,0.7109826589595376,0.2890173410404624
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,spatial_calibrated,max-prob,0.8,0.8020833333333334,0.4745902928157692,0.658008658008658,0.3419913419913419
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,deep_ensemble_validation_weighted,max-prob,0.4,0.4027777777777778,0.6739156963007996,0.8275862068965517,0.1724137931034483
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,deep_ensemble_validation_weighted,max-prob,0.6,0.6006944444444444,0.5510319230642398,0.7167630057803468,0.2832369942196532
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,2,deep_ensemble_validation_weighted,max-prob,0.8,0.8020833333333334,0.4606329573713413,0.6190476190476191,0.3809523809523809
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,3,v1_lda,max-prob,0.4,0.4027777777777778,0.6537994318953156,0.9482758620689656,0.0517241379310344
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,3,v1_lda,max-prob,0.6,0.6006944444444444,0.5615467936432907,0.8901734104046243,0.1098265895953757
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,3,v1_lda,max-prob,0.8,0.8020833333333334,0.4792332809033641,0.8225108225108225,0.1774891774891774
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,3,eegnet_uncalibrated,max-prob,0.4,0.4027777777777778,0.9247721330702456,0.9655172413793104,0.0344827586206896
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,3,eegnet_uncalibrated,max-prob,0.6,0.6006944444444444,0.828836011101715,0.9190751445086706,0.0809248554913294
