dataset,model,label,n_subjects,accuracy_all_mean,accuracy_all_sem,selective_accuracy_mean,selective_accuracy_sem,ece_mean,ece_sem,brier_mean,brier_sem
BCI_IV_2a,v1_lda,v1 LDA,9,0.4348695286195286,0.06983403639827339,0.5243029047151633,0.07755597462500864,0.17601779733011974,0.029224989341795765,0.6722788544291142,0.06326557573375408
BCI_IV_2a,eegnet_uncalibrated,EEGNet,9,0.6030794051627386,0.06141372998499059,0.6854457249265843,0.07293762029341579,0.06867291293401687,0.005974614439356561,0.4968409888824572,0.05814536708002832
BCI_IV_2a,eegnet_calibrated,EEGNet + temp.,9,0.6030794051627386,0.06141372998499059,0.6860879856844521,0.07259874786534455,0.05673297364558221,0.008137191667644017,0.49554551997152096,0.05875883527167597
BCI_IV_2a,spatial_uncalibrated,Spatial-attn.,9,0.6991792929292928,0.058706699739432926,0.7799146075948343,0.06341637370841881,0.09748838884845823,0.01816816338724777,0.4162140577231977,0.06997797850545566
BCI_IV_2a,spatial_calibrated,Spatial-attn. + temp.,9,0.6991792929292928,0.058706699739432926,0.7792723468369668,0.06379117338171576,0.07359347984368533,0.0076056832036330985,0.4038764452474981,0.0655660664591597
BCI_IV_2a,deep_ensemble_validation_weighted,Deep ensemble,9,0.6980920314253648,0.059233475570203885,0.7827664069348005,0.06216587957620057,0.0584379291210895,0.008987238355266632,0.40284232387634294,0.06573618202240498
