run,dataset,subject,split,model,use_ea,calibrated,uncertainty_score,coverage_target,score_cutoff,n_trials,accuracy_all,macro_f1,brier,ece,selective_accuracy,selective_risk,coverage_observed
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,7,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.386702828934135,288,0.3715277777777778,0.2912243191591017,0.6165127397536454,0.1553722698178022,0.5144508670520231,0.4855491329479768,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,7,A0xT_to_A0xE,eegnet_uncalibrated,True,False,max-prob,0.6,0.6599212937744554,288,0.6840277777777778,0.6825471629819456,0.4165840727817574,0.0619655926884149,0.7687861271676301,0.2312138728323699,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,7,A0xT_to_A0xE,eegnet_calibrated,True,True,max-prob,0.6,0.640978702801305,288,0.6840277777777778,0.6825471629819456,0.4145608538877633,0.0580606293761059,0.7745664739884393,0.2254335260115607,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,7,A0xT_to_A0xE,spatial_uncalibrated,True,False,max-prob,0.6,0.9186047780203048,288,0.8333333333333334,0.830983675391876,0.2451623060732341,0.069703780790903,0.930635838150289,0.0693641618497109,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,7,A0xT_to_A0xE,spatial_calibrated,True,True,max-prob,0.6,0.9171932346345402,288,0.8333333333333334,0.830983675391876,0.2449151539477519,0.070435537954094,0.930635838150289,0.0693641618497109,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,7,A0xT_to_A0xE,deep_ensemble_validation_weighted,True,True,max-prob,0.6,0.857990229549522,288,0.8263888888888888,0.8248918851724896,0.2710693523631838,0.0482465283877539,0.8901734104046243,0.1098265895953757,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,8,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.3921936341382556,288,0.6145833333333334,0.6138784563700577,0.5811168621965376,0.1971271075397125,0.7109826589595376,0.2890173410404624,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,8,A0xT_to_A0xE,eegnet_uncalibrated,True,False,max-prob,0.6,0.6877201670582882,288,0.7534722222222222,0.7492484566204543,0.3675743353961305,0.0720105667607083,0.861271676300578,0.138728323699422,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,8,A0xT_to_A0xE,eegnet_calibrated,True,True,max-prob,0.6,0.6724751654101636,288,0.7534722222222222,0.7492484566204543,0.3682625020656012,0.0611256162865238,0.861271676300578,0.138728323699422,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,8,A0xT_to_A0xE,spatial_uncalibrated,True,False,max-prob,0.6,0.9319166296168832,288,0.8090277777777778,0.8071714023314235,0.2857156504839487,0.0758410957272291,0.930635838150289,0.0693641618497109,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,8,A0xT_to_A0xE,spatial_calibrated,True,True,max-prob,0.6,0.9319150335828692,288,0.8090277777777778,0.8071714023314235,0.285715354883783,0.0758400036928592,0.930635838150289,0.0693641618497109,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,8,A0xT_to_A0xE,deep_ensemble_validation_weighted,True,True,max-prob,0.6,0.8650442466251718,288,0.8229166666666666,0.8218049388219293,0.2698686675028148,0.0612817766884035,0.9248554913294798,0.0751445086705202,0.6006944444444444
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,9,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.3560661025498158,264,0.3825757575757575,0.2978048225659691,0.7288094446618675,0.0378675993577461,0.4528301886792453,0.5471698113207547,0.6022727272727273
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,9,A0xT_to_A0xE,eegnet_uncalibrated,True,False,max-prob,0.6,0.7818415288827913,264,0.7575757575757576,0.7557180540251761,0.3473943363119243,0.0595847186311807,0.8742138364779874,0.1257861635220125,0.6022727272727273
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,9,A0xT_to_A0xE,eegnet_calibrated,True,True,max-prob,0.6,0.7503724219872742,264,0.7575757575757576,0.7557180540251761,0.3447154957338318,0.0468227748852299,0.8742138364779874,0.1257861635220125,0.6022727272727273
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,9,A0xT_to_A0xE,spatial_uncalibrated,True,False,max-prob,0.6,0.940484340647472,264,0.803030303030303,0.7997286645583053,0.3214696402356892,0.0978527310383704,0.8805031446540881,0.1194968553459119,0.6022727272727273
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,9,A0xT_to_A0xE,spatial_calibrated,True,True,max-prob,0.6,0.9350847818464924,264,0.803030303030303,0.7997286645583053,0.3204578873388055,0.0948981940292005,0.8805031446540881,0.1194968553459119,0.6022727272727273
full_deep_bci_iv_2a_validation_postcal,BCI_IV_2a,9,A0xT_to_A0xE,deep_ensemble_validation_weighted,True,True,max-prob,0.6,0.818387067531657,264,0.8106060606060606,0.8079679460682012,0.2851641810388543,0.0523361323451955,0.9119496855345912,0.0880503144654087,0.6022727272727273
