run,dataset,subject,model,uncertainty_score,coverage,target_coverage,score_cutoff,risk,accuracy,n_covered
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.7013888888888888,0.7,0.6561629406057399,0.1732673267326733,0.8267326732673267,202
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.75,0.75,0.6245436551560027,0.1759259259259259,0.8240740740740741,216
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.8020833333333334,0.8,0.594200306097331,0.1818181818181817,0.8181818181818182,231
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.8506944444444444,0.85,0.5775163142818608,0.2040816326530612,0.7959183673469388,245
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.9027777777777778,0.9,0.5455545034975791,0.2153846153846154,0.7846153846153846,260
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.9513888888888888,0.95,0.5034085198032143,0.2408759124087591,0.7591240875912408,274
smoke_deep_one_subject,BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,1.0,1.0,0.3593818273522562,0.2534722222222222,0.7465277777777778,288
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.0520833333333333,0.05,0.8011724597865343,0.0,1.0,15
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.1006944444444444,0.1,0.7577859510391143,0.0,1.0,29
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.1527777777777778,0.15,0.7218746090136045,0.0,1.0,44
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.2013888888888889,0.2,0.68719209929393,0.0172413793103448,0.9827586206896552,58
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.25,0.25,0.6715117615777694,0.0416666666666666,0.9583333333333334,72
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.3020833333333333,0.3,0.6543861531513149,0.0574712643678161,0.942528735632184,87
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.3506944444444444,0.35,0.6289424649568864,0.0990099009900989,0.900990099009901,101
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.4027777777777778,0.4,0.61150547949061,0.1379310344827586,0.8620689655172413,116
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.4513888888888889,0.45,0.5957536190226939,0.1384615384615384,0.8615384615384616,130
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.5,0.5,0.5674643954473968,0.1319444444444444,0.8680555555555556,144
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.5520833333333334,0.55,0.5497576881767513,0.150943396226415,0.8490566037735849,159
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.6006944444444444,0.6,0.5210926279241729,0.1560693641618497,0.8439306358381503,173
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.6527777777777778,0.65,0.5034827527421201,0.1595744680851063,0.8404255319148937,188
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.7013888888888888,0.7,0.4956762817970426,0.1732673267326733,0.8267326732673267,202
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.75,0.75,0.4800086748936489,0.1805555555555555,0.8194444444444444,216
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.8020833333333334,0.8,0.4632013624175634,0.1991341991341991,0.8008658008658008,231
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.8506944444444444,0.85,0.4403406567312391,0.2204081632653061,0.7795918367346939,245
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.9027777777777778,0.9,0.4160886334776907,0.2307692307692307,0.7692307692307693,260
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,0.9513888888888888,0.95,0.3721090206577064,0.2445255474452554,0.7554744525547445,274
headline_bci_iv_2a/classical_lda,BCI_IV_2a,1,v1_lda,max-prob,1.0,1.0,0.2828625716985778,0.2743055555555556,0.7256944444444444,288
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.0520833333333333,0.05,0.5979482080318134,0.1333333333333333,0.8666666666666667,15
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.1006944444444444,0.1,0.587565428113125,0.3103448275862068,0.6896551724137931,29
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.1527777777777778,0.15,0.5809307383012791,0.4545454545454546,0.5454545454545454,44
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.2013888888888889,0.2,0.5758916475346149,0.396551724137931,0.603448275862069,58
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.25,0.25,0.5726259686170114,0.4444444444444444,0.5555555555555556,72
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.3020833333333333,0.3,0.5658169304068137,0.4712643678160919,0.5287356321839081,87
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.3506944444444444,0.35,0.5617330336931697,0.4851485148514851,0.5148514851485149,101
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.4027777777777778,0.4,0.5561982782373482,0.5258620689655172,0.4741379310344827,116
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.4513888888888889,0.45,0.55360477298683,0.5692307692307692,0.4307692307692308,130
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.5,0.5,0.5494440718300048,0.5972222222222222,0.4027777777777778,144
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.5520833333333334,0.55,0.5435488789731925,0.6352201257861636,0.3647798742138364,159
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.6006944444444444,0.6,0.5382465206701723,0.653179190751445,0.3468208092485549,173
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.6527777777777778,0.65,0.5333816213347449,0.6542553191489362,0.3457446808510638,188
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.7013888888888888,0.7,0.5286157017606745,0.6633663366336633,0.3366336633663366,202
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.75,0.75,0.5219079904760436,0.6805555555555556,0.3194444444444444,216
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.8020833333333334,0.8,0.5135028504637553,0.6926406926406927,0.3073593073593073,231
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.8506944444444444,0.85,0.506241465661684,0.7102040816326531,0.2897959183673469,245
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.9027777777777778,0.9,0.4943984629338713,0.7230769230769231,0.2769230769230769,260
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,0.9513888888888888,0.95,0.4815800554057117,0.7372262773722628,0.2627737226277372,274
headline_bci_iv_2a/classical_lda,BCI_IV_2a,2,v1_lda,max-prob,1.0,1.0,0.4464539092550613,0.75,0.25,288
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.0520833333333333,0.05,0.8256026273583176,0.0,1.0,15
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.1006944444444444,0.1,0.7849570220754803,0.0,1.0,29
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.1527777777777778,0.15,0.766205829081951,0.0227272727272727,0.9772727272727272,44
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.2013888888888889,0.2,0.7441401981851041,0.0172413793103448,0.9827586206896552,58
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.25,0.25,0.7166663997698088,0.0277777777777777,0.9722222222222222,72
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.3020833333333333,0.3,0.685512562415306,0.0344827586206896,0.9655172413793104,87
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.3506944444444444,0.35,0.6713519583180786,0.0495049504950495,0.9504950495049505,101
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.4027777777777778,0.4,0.6537994318953156,0.0517241379310344,0.9482758620689656,116
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.4513888888888889,0.45,0.6296685761741602,0.0769230769230768,0.9230769230769232,130
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.5,0.5,0.6055594082275817,0.0833333333333333,0.9166666666666666,144
headline_bci_iv_2a/classical_lda,BCI_IV_2a,3,v1_lda,max-prob,0.5520833333333334,0.55,0.5791486111818481,0.0943396226415094,0.9056603773584906,159
