ensemble_mean_acc_all,ensemble_sd_acc_all,ensemble_mean_acc_confident,ensemble_sd_acc_confident,ensemble_mean_coverage,ensemble_sd_coverage
0.6017058826396272,0.15475493930384215,0.6954493640873496,0.11161618086657374,0.5719223835526808,0.2991306677990335
