subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage
1,0.55,0.7118055555555556,0.7397769516728625,0.9340277777777778
1,0.6,0.7118055555555556,0.7403100775193798,0.8958333333333334
1,0.65,0.7118055555555556,0.7637130801687764,0.8229166666666666
1,0.7,0.7118055555555556,0.7867298578199052,0.7326388888888888
1,0.75,0.7118055555555556,0.863013698630137,0.5069444444444444
2,0.55,0.5277777777777778,0.5625,0.8333333333333334
2,0.6,0.5277777777777778,0.586046511627907,0.7465277777777778
2,0.65,0.5277777777777778,0.6353591160220995,0.6284722222222222
2,0.7,0.5277777777777778,0.76,0.3472222222222222
2,0.75,0.5277777777777778,0.868421052631579,0.13194444444444445
3,0.55,0.7395833333333334,0.758364312267658,0.9340277777777778
3,0.6,0.7395833333333334,0.7578125,0.8888888888888888
3,0.65,0.7395833333333334,0.7875,0.8333333333333334
3,0.7,0.7395833333333334,0.7934272300469484,0.7395833333333334
3,0.75,0.7395833333333334,0.8881118881118881,0.4965277777777778
4,0.55,0.5277777777777778,0.5510204081632653,0.8506944444444444
4,0.6,0.5277777777777778,0.5668202764976958,0.7534722222222222
4,0.65,0.5277777777777778,0.625,0.6111111111111112
4,0.7,0.5277777777777778,0.625,0.4166666666666667
4,0.75,0.5277777777777778,0.8,0.06944444444444445
5,0.55,0.3854166666666667,0.44329896907216493,0.6736111111111112
5,0.6,0.3854166666666667,0.4720496894409938,0.5590277777777778
5,0.65,0.3854166666666667,0.4574468085106383,0.3263888888888889
5,0.7,0.3854166666666667,0.625,0.05555555555555555
5,0.75,0.3854166666666667,0.5,0.020833333333333332
6,0.55,0.4826388888888889,0.5063829787234042,0.8159722222222222
6,0.6,0.4826388888888889,0.5188679245283019,0.7361111111111112
6,0.65,0.4826388888888889,0.5868263473053892,0.5798611111111112
6,0.7,0.4826388888888889,0.6444444444444445,0.3125
6,0.75,0.4826388888888889,0.5454545454545454,0.03819444444444445
7,0.55,0.7673611111111112,0.7881040892193308,0.9340277777777778
7,0.6,0.7673611111111112,0.7946768060836502,0.9131944444444444
7,0.65,0.7673611111111112,0.8170731707317073,0.8541666666666666
7,0.7,0.7673611111111112,0.8235294117647058,0.7673611111111112
7,0.75,0.7673611111111112,0.8654970760233918,0.59375
8,0.55,0.7361111111111112,0.7807692307692308,0.9027777777777778
8,0.6,0.7361111111111112,0.8,0.8680555555555556
8,0.65,0.7361111111111112,0.8240343347639485,0.8090277777777778
8,0.7,0.7361111111111112,0.8571428571428571,0.7291666666666666
8,0.75,0.7361111111111112,0.8982035928143712,0.5798611111111112
9,0.55,0.5451263537906137,0.5757575757575758,0.8339350180505415
9,0.6,0.5451263537906137,0.5927601809954751,0.7978339350180506
9,0.65,0.5451263537906137,0.6116504854368932,0.7436823104693141
9,0.7,0.5451263537906137,0.6612021857923497,0.6606498194945848
9,0.75,0.5451263537906137,0.6875,0.51985559566787
