metric,n,mean,sd,ci_low_95,ci_high_95,t_stat,p_value
ensemble_acc_all,9,0.6093185920577617,0.1333964489270455,0.5067810044419889,0.7118561796735345,,
ensemble_acc_confident,9,0.6407909865138732,0.2639976623278732,0.4378644195097704,0.8437175535179761,,
ensemble_coverage,9,0.47097706912688864,0.36642377044317254,0.18931882583386933,0.7526353124199079,,
best_single_acc,9,0.6315204023643225,0.1426431620344658,0.5218751618609638,0.7411656428676812,,
delta_all_vs_best,9,-0.022201810306560772,0.03649878308497676,-0.05025725854785286,0.0058536379347313185,,
delta_conf_vs_best,9,0.009270584149550787,0.1690599455391586,-0.12068039368734615,0.13922156198644772,,
paired_ttest_all_vs_best,9,,,,,-1.8248671678891597,0.10546311904121208
paired_ttest_confident_vs_best,9,,,,,0.16450823026090736,0.8734116775252712
