subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage
1,0.0,0.7048611111111112,0.7048611111111112,1.0
1,0.55,0.7048611111111112,0.7763713080168776,0.8229166666666666
1,0.6,0.7048611111111112,0.7798165137614679,0.7569444444444444
1,0.65,0.7048611111111112,0.8181818181818182,0.6111111111111112
1,0.7,0.7048611111111112,0.8356164383561644,0.5069444444444444
1,0.75,0.7048611111111112,0.8611111111111112,0.375
2,0.0,0.5381944444444444,0.5381944444444444,1.0
2,0.55,0.5381944444444444,0.7692307692307693,0.3611111111111111
2,0.6,0.5381944444444444,0.7894736842105263,0.3298611111111111
2,0.65,0.5381944444444444,0.788235294117647,0.2951388888888889
2,0.7,0.5381944444444444,0.8113207547169812,0.1840277777777778
2,0.75,0.5381944444444444,0.8125,0.1111111111111111
3,0.0,0.7395833333333334,0.7395833333333334,1.0
3,0.55,0.7395833333333334,0.7786561264822134,0.8784722222222222
3,0.6,0.7395833333333334,0.8232758620689655,0.8055555555555556
3,0.65,0.7395833333333334,0.845,0.6944444444444444
3,0.7,0.7395833333333334,0.88,0.5208333333333334
3,0.75,0.7395833333333334,0.9292035398230089,0.3923611111111111
4,0.0,0.5208333333333334,0.5208333333333334,1.0
4,0.55,0.5208333333333334,0.6422764227642277,0.4270833333333333
4,0.6,0.5208333333333334,0.6666666666666666,0.14583333333333334
4,0.65,0.5208333333333334,1.0,0.006944444444444444
4,0.7,0.5208333333333334,,0.0
4,0.75,0.5208333333333334,,0.0
5,0.0,0.4097222222222222,0.4097222222222222,1.0
5,0.55,0.4097222222222222,0.6,0.052083333333333336
5,0.6,0.4097222222222222,0.0,0.003472222222222222
5,0.65,0.4097222222222222,,0.0
5,0.7,0.4097222222222222,,0.0
5,0.75,0.4097222222222222,,0.0
6,0.0,0.4756944444444444,0.4756944444444444,1.0
6,0.55,0.4756944444444444,0.6296296296296297,0.1875
6,0.6,0.4756944444444444,0.5,0.06944444444444445
6,0.65,0.4756944444444444,0.5,0.020833333333333332
6,0.7,0.4756944444444444,0.0,0.003472222222222222
6,0.75,0.4756944444444444,,0.0
7,0.0,0.7534722222222222,0.7534722222222222,1.0
7,0.55,0.7534722222222222,0.7672727272727272,0.9548611111111112
7,0.6,0.7534722222222222,0.7769516728624535,0.9340277777777778
7,0.65,0.7534722222222222,0.7983870967741935,0.8611111111111112
7,0.7,0.7534722222222222,0.8380952380952381,0.7291666666666666
7,0.75,0.7534722222222222,0.8484848484848485,0.4583333333333333
8,0.0,0.7638888888888888,0.7638888888888888,1.0
8,0.55,0.7638888888888888,0.7870722433460076,0.9131944444444444
8,0.6,0.7638888888888888,0.8204081632653061,0.8506944444444444
8,0.65,0.7638888888888888,0.8394495412844036,0.7569444444444444
8,0.7,0.7638888888888888,0.859375,0.6666666666666666
8,0.75,0.7638888888888888,0.8616352201257862,0.5520833333333334
9,0.0,0.5776173285198556,0.5776173285198556,1.0
9,0.55,0.5776173285198556,0.6343283582089553,0.48375451263537905
9,0.6,0.5776173285198556,0.6105263157894737,0.34296028880866425
9,0.65,0.5776173285198556,0.6984126984126984,0.22743682310469315
9,0.7,0.5776173285198556,0.8157894736842105,0.1371841155234657
9,0.75,0.5776173285198556,0.7368421052631579,0.06859205776173286
