subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage
1,0.0,0.7465277777777778,0.7465277777777778,1.0
1,0.55,0.7465277777777778,0.7903225806451613,0.8611111111111112
1,0.6,0.7465277777777778,0.7946428571428571,0.7777777777777778
1,0.65,0.7465277777777778,0.812807881773399,0.7048611111111112
1,0.7,0.7465277777777778,0.84,0.6076388888888888
2,0.0,0.6423611111111112,0.6423611111111112,1.0
2,0.55,0.6423611111111112,0.7341772151898734,0.5486111111111112
2,0.6,0.6423611111111112,0.7647058823529411,0.4722222222222222
2,0.65,0.6423611111111112,0.7931034482758621,0.4027777777777778
2,0.7,0.6423611111111112,0.8222222222222222,0.3125
3,0.0,0.7673611111111112,0.7673611111111112,1.0
3,0.55,0.7673611111111112,0.8055555555555556,0.875
3,0.6,0.7673611111111112,0.8405172413793104,0.8055555555555556
3,0.65,0.7673611111111112,0.8663594470046083,0.7534722222222222
3,0.7,0.7673611111111112,0.8882978723404256,0.6527777777777778
4,0.0,0.3923611111111111,0.3923611111111111,1.0
4,0.55,0.3923611111111111,0.5,0.13194444444444445
4,0.6,0.3923611111111111,0.6666666666666666,0.041666666666666664
4,0.65,0.3923611111111111,1.0,0.010416666666666666
4,0.7,0.3923611111111111,,0.0
5,0.0,0.4270833333333333,0.4270833333333333,1.0
5,0.55,0.4270833333333333,0.6486486486486487,0.1284722222222222
5,0.6,0.4270833333333333,0.625,0.08333333333333333
5,0.65,0.4270833333333333,0.8181818181818182,0.03819444444444445
5,0.7,0.4270833333333333,0.8888888888888888,0.03125
6,0.0,0.46153846153846156,0.46153846153846156,1.0
6,0.55,0.46153846153846156,0.5662650602409639,0.2902097902097902
6,0.6,0.46153846153846156,0.578125,0.22377622377622378
6,0.65,0.46153846153846156,0.6363636363636364,0.11538461538461539
6,0.7,0.46153846153846156,0.7222222222222222,0.06293706293706294
7,0.0,0.7291666666666666,0.7291666666666666,1.0
7,0.55,0.7291666666666666,0.775,0.8333333333333334
7,0.6,0.7291666666666666,0.7813953488372093,0.7465277777777778
7,0.65,0.7291666666666666,0.8,0.6423611111111112
7,0.7,0.7291666666666666,0.7961783439490446,0.5451388888888888
8,0.0,0.7419354838709677,0.7419354838709677,1.0
8,0.55,0.7419354838709677,0.8076923076923077,0.8387096774193549
8,0.6,0.7419354838709677,0.8349056603773585,0.7598566308243727
8,0.65,0.7419354838709677,0.8556701030927835,0.6953405017921147
8,0.7,0.7419354838709677,0.8757062146892656,0.6344086021505376
9,0.0,0.5919117647058824,0.5919117647058824,1.0
9,0.55,0.5919117647058824,0.6196319018404908,0.5992647058823529
9,0.6,0.5919117647058824,0.6715328467153284,0.5036764705882353
9,0.65,0.5919117647058824,0.6788990825688074,0.4007352941176471
9,0.7,0.5919117647058824,0.6881720430107527,0.34191176470588236
