LDA_mean,SVM_mean,RF_mean,LDA_subject_std,SVM_subject_std,RF_subject_std,BestSingle_mean,BestSingle_subject_std
0.6022158583501596,0.38921691201183034,0.6115171156731954,0.1343291129759063,0.08419845422022833,0.16199933278423148,0.628121618920167,0.15032003399979357
