LDA_mean_acc,LDA_std_acc,SVM_mean_acc,SVM_std_acc,RF_mean_acc,RF_std_acc,subject,n_trials,n_channels,n_timepoints,n_classes,best_model,best_acc
0.7428917120387174,0.03997549762660767,0.7531760435571688,0.03910639143104446,0.7358741681790684,0.04010547105270326,1,288,25,1126,4,SVM,0.7531760435571688
0.649546279491833,0.07481277472256236,0.6144585601935875,0.0724783793575293,0.5660617059891108,0.051493348836043604,2,288,25,1126,4,LDA,0.649546279491833
0.763339382940109,0.0885912397493772,0.7705989110707804,0.06538575532810563,0.7704174228675136,0.053830283570973386,3,288,25,1126,4,SVM,0.7705989110707804
0.35747126436781607,0.03736502784973509,0.41990320629159095,0.05781360768156571,0.36079854809437384,0.06425907011000183,4,288,25,1126,4,SVM,0.41990320629159095
0.4163944343617665,0.04551282858672581,0.3887477313974591,0.03727529905178575,0.34016938898971566,0.046209492788162033,5,288,25,1126,4,LDA,0.4163944343617665
0.4545674531155475,0.057740763351951344,0.43327283726557775,0.04271108071166756,0.3776164549304295,0.0323603639421056,6,286,25,1126,4,LDA,0.4545674531155475
0.7326678765880218,0.020302177495655674,0.7223835450695705,0.051720564648049576,0.6737447065940714,0.04711303876452057,7,288,25,1126,4,LDA,0.7326678765880218
0.741883116883117,0.033490381709682146,0.7455844155844156,0.043942667227148666,0.7024675324675325,0.04034584424593217,8,279,25,1126,4,SVM,0.7455844155844156
0.5995959595959597,0.09101163938006566,0.5554208754208754,0.058675035654780605,0.5185185185185185,0.04419838015940928,9,272,25,1126,4,LDA,0.5995959595959597
