dataset,subject,split,model,use_ea,calibrated,uncertainty_score,coverage_target,score_cutoff,n_trials,accuracy_all,macro_f1,brier,ece,selective_accuracy,selective_risk,coverage_observed
BCI_IV_2a,1,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.5210926279241729,288,0.7256944444444444,0.7237543832633633,0.4091934881538396,0.17615118161241516,0.8439306358381503,0.1560693641618497,0.6006944444444444
BCI_IV_2a,1,A0xT_to_A0xE,eegnet_uncalibrated,True,False,max-prob,0.6,0.5297987394575304,288,0.5416666666666666,0.5074627940193978,0.5517984312571086,0.0723163636292965,0.5722543352601156,0.4277456647398844,0.6006944444444444
BCI_IV_2a,1,A0xT_to_A0xE,eegnet_calibrated,True,True,max-prob,0.6,0.5344408807776432,288,0.5416666666666666,0.5074627940193978,0.5531060013775618,0.07529894842207285,0.5722543352601156,0.4277456647398844,0.6006944444444444
BCI_IV_2a,1,A0xT_to_A0xE,spatial_uncalibrated,True,False,max-prob,0.6,0.7098645160321977,288,0.7777777777777778,0.774577546075718,0.31548733212406105,0.049057549064660026,0.8670520231213873,0.1329479768786127,0.6006944444444444
BCI_IV_2a,1,A0xT_to_A0xE,spatial_calibrated,True,True,max-prob,0.6,0.758220598313273,288,0.7777777777777778,0.774577546075718,0.31344211089484797,0.04508932973683799,0.8728323699421965,0.12716763005780352,0.6006944444444444
BCI_IV_2a,1,A0xT_to_A0xE,deep_ensemble_validation_weighted,True,True,max-prob,0.6,0.7001366009919896,288,0.7465277777777778,0.7404665610332147,0.3497653990209758,0.09298880390464064,0.8323699421965318,0.16763005780346818,0.6006944444444444
