subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage
1,0.0,0.7534722222222222,0.7534722222222222,1.0
1,0.55,0.7534722222222222,0.7926829268292683,0.8541666666666666
1,0.6,0.7534722222222222,0.8169642857142857,0.7777777777777778
1,0.65,0.7534722222222222,0.8168316831683168,0.7013888888888888
1,0.7,0.7534722222222222,0.8313953488372093,0.5972222222222222
2,0.0,0.6111111111111112,0.6111111111111112,1.0
2,0.55,0.6111111111111112,0.7407407407407407,0.5625
2,0.6,0.6111111111111112,0.7703703703703704,0.46875
2,0.65,0.6111111111111112,0.8108108108108109,0.3854166666666667
2,0.7,0.6111111111111112,0.8461538461538461,0.3159722222222222
3,0.0,0.7673611111111112,0.7673611111111112,1.0
3,0.55,0.7673611111111112,0.8178137651821862,0.8576388888888888
3,0.6,0.7673611111111112,0.8495575221238938,0.7847222222222222
3,0.65,0.7673611111111112,0.8695652173913043,0.71875
3,0.7,0.7673611111111112,0.8918918918918919,0.6423611111111112
4,0.0,0.3993055555555556,0.3993055555555556,1.0
4,0.55,0.3993055555555556,0.52,0.1736111111111111
4,0.6,0.3993055555555556,0.48,0.08680555555555555
4,0.65,0.3993055555555556,0.42857142857142855,0.024305555555555556
4,0.7,0.3993055555555556,1.0,0.006944444444444444
5,0.0,0.4270833333333333,0.4270833333333333,1.0
5,0.55,0.4270833333333333,0.603448275862069,0.2013888888888889
5,0.6,0.4270833333333333,0.6333333333333333,0.10416666666666667
5,0.65,0.4270833333333333,0.7692307692307693,0.04513888888888889
5,0.7,0.4270833333333333,1.0,0.020833333333333332
6,0.0,0.42657342657342656,0.42657342657342656,1.0
6,0.55,0.42657342657342656,0.5844155844155844,0.2692307692307692
6,0.6,0.42657342657342656,0.6078431372549019,0.17832167832167833
6,0.65,0.42657342657342656,0.6086956521739131,0.08041958041958042
6,0.7,0.42657342657342656,0.5833333333333334,0.04195804195804196
7,0.0,0.71875,0.71875,1.0
7,0.55,0.71875,0.7824267782426778,0.8298611111111112
7,0.6,0.71875,0.7830188679245284,0.7361111111111112
7,0.65,0.71875,0.8022598870056498,0.6145833333333334
7,0.7,0.71875,0.8082191780821918,0.5069444444444444
8,0.0,0.7419354838709677,0.7419354838709677,1.0
8,0.55,0.7419354838709677,0.8017241379310345,0.8315412186379928
8,0.6,0.7419354838709677,0.8333333333333334,0.7526881720430108
8,0.65,0.7419354838709677,0.8473684210526315,0.6810035842293907
8,0.7,0.7419354838709677,0.8520710059171598,0.6057347670250897
9,0.0,0.5661764705882353,0.5661764705882353,1.0
9,0.55,0.5661764705882353,0.6024844720496895,0.5919117647058824
9,0.6,0.5661764705882353,0.6212121212121212,0.4852941176470588
9,0.65,0.5661764705882353,0.6538461538461539,0.38235294117647056
9,0.7,0.5661764705882353,0.6794871794871795,0.2867647058823529
