metric,n,mean,sd,ci_low_95,ci_high_95,t_stat,p_value
ensemble_acc_all,9,0.6198912510585194,0.1595409804967538,0.49725719747183894,0.7425253046451998,,
ensemble_acc_confident,8,0.8536853079465774,0.0863407126446908,0.7815026657871968,0.9258679501059579,,
ensemble_coverage,9,0.354237698890226,0.3083527362447941,0.11721680392955444,0.5912585938508975,,
best_single_acc,9,0.6281216189201669,0.15032003399979357,0.512575412250982,0.7436678255893518,,
delta_all_vs_best,9,-0.008230367861647566,0.02112407133089749,-0.02446776647544669,0.00800703075215156,,
delta_conf_vs_best,8,0.19734340499169806,0.14444753235197935,0.07658224586765874,0.3181045641157374,,
paired_ttest_all_vs_best,9,,,,,-1.1688610210678385,0.27610702612710614
paired_ttest_confident_vs_best,8,,,,,3.8641812046202317,0.006177988721921775
