dataset,subject,split,model,use_ea,calibrated,uncertainty_score,coverage_target,score_cutoff,n_trials,accuracy_all,macro_f1,brier,ece,selective_accuracy,selective_risk,coverage_observed
BCI_IV_2a,1,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.5210926279241729,288,0.7256944444444444,0.7237543832633633,0.4091934881538396,0.17615118161241516,0.8439306358381503,0.1560693641618497,0.6006944444444444
BCI_IV_2a,2,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.5382465206701723,288,0.25,0.1,0.8469666274994974,0.3231311502696633,0.3468208092485549,0.653179190751445,0.6006944444444444
BCI_IV_2a,3,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.5615467936432907,288,0.7638888888888888,0.7643295108035939,0.37285278547248474,0.1590975698884873,0.8901734104046243,0.10982658959537572,0.6006944444444444
BCI_IV_2a,4,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.3431574607888604,288,0.25,0.1,0.7596759025344141,0.11121483423387467,0.3236994219653179,0.676300578034682,0.6006944444444444
BCI_IV_2a,5,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.4326677040112339,288,0.3055555555555556,0.20701266537768026,0.8769270409169325,0.1320802718924895,0.31213872832369943,0.6878612716763006,0.6006944444444444
BCI_IV_2a,6,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.5319333922711972,288,0.25,0.1,0.8584547986728084,0.29211819135888706,0.3236994219653179,0.676300578034682,0.6006944444444444
BCI_IV_2a,7,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.38670282893413505,288,0.3715277777777778,0.29122431915910174,0.6165127397536454,0.1553722698178022,0.5144508670520231,0.48554913294797686,0.6006944444444444
BCI_IV_2a,8,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.39219363413825564,288,0.6145833333333334,0.6138784563700577,0.5811168621965376,0.19712710753971252,0.7109826589595376,0.2890173410404624,0.6006944444444444
BCI_IV_2a,9,A0xT_to_A0xE,v1_lda,True,True,max-prob,0.6,0.3560661025498158,264,0.38257575757575757,0.2978048225659691,0.7288094446618675,0.037867599357746196,0.4528301886792453,0.5471698113207547,0.6022727272727273
