subject,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage,ensemble_name
1,0.0,0.7465277777777778,0.7465277777777778,1.0,LDA+SVM subj-weights
1,0.55,0.7465277777777778,0.7903225806451613,0.8611111111111112,LDA+SVM subj-weights
1,0.6,0.7465277777777778,0.7946428571428571,0.7777777777777778,LDA+SVM subj-weights
1,0.65,0.7465277777777778,0.812807881773399,0.7048611111111112,LDA+SVM subj-weights
1,0.7,0.7465277777777778,0.84,0.6076388888888888,LDA+SVM subj-weights
2,0.0,0.6423611111111112,0.6423611111111112,1.0,LDA+SVM subj-weights
2,0.55,0.6423611111111112,0.7341772151898734,0.5486111111111112,LDA+SVM subj-weights
2,0.6,0.6423611111111112,0.7647058823529411,0.4722222222222222,LDA+SVM subj-weights
2,0.65,0.6423611111111112,0.7931034482758621,0.4027777777777778,LDA+SVM subj-weights
2,0.7,0.6423611111111112,0.8222222222222222,0.3125,LDA+SVM subj-weights
3,0.0,0.7673611111111112,0.7673611111111112,1.0,LDA+SVM subj-weights
3,0.55,0.7673611111111112,0.8055555555555556,0.875,LDA+SVM subj-weights
3,0.6,0.7673611111111112,0.8405172413793104,0.8055555555555556,LDA+SVM subj-weights
3,0.65,0.7673611111111112,0.8663594470046083,0.7534722222222222,LDA+SVM subj-weights
3,0.7,0.7673611111111112,0.8882978723404256,0.6527777777777778,LDA+SVM subj-weights
4,0.0,0.3923611111111111,0.3923611111111111,1.0,LDA+SVM subj-weights
4,0.55,0.3923611111111111,0.5,0.1319444444444444,LDA+SVM subj-weights
4,0.6,0.3923611111111111,0.6666666666666666,0.0416666666666666,LDA+SVM subj-weights
4,0.65,0.3923611111111111,1.0,0.0104166666666666,LDA+SVM subj-weights
4,0.7,0.3923611111111111,,0.0,LDA+SVM subj-weights
5,0.0,0.4270833333333333,0.4270833333333333,1.0,LDA+SVM subj-weights
5,0.55,0.4270833333333333,0.6486486486486487,0.1284722222222222,LDA+SVM subj-weights
5,0.6,0.4270833333333333,0.625,0.0833333333333333,LDA+SVM subj-weights
5,0.65,0.4270833333333333,0.8181818181818182,0.0381944444444444,LDA+SVM subj-weights
5,0.7,0.4270833333333333,0.8888888888888888,0.03125,LDA+SVM subj-weights
6,0.0,0.4615384615384615,0.4615384615384615,1.0,LDA+SVM subj-weights
6,0.55,0.4615384615384615,0.5662650602409639,0.2902097902097902,LDA+SVM subj-weights
6,0.6,0.4615384615384615,0.578125,0.2237762237762237,LDA+SVM subj-weights
6,0.65,0.4615384615384615,0.6363636363636364,0.1153846153846153,LDA+SVM subj-weights
6,0.7,0.4615384615384615,0.7222222222222222,0.0629370629370629,LDA+SVM subj-weights
7,0.0,0.7291666666666666,0.7291666666666666,1.0,LDA+SVM subj-weights
7,0.55,0.7291666666666666,0.775,0.8333333333333334,LDA+SVM subj-weights
7,0.6,0.7291666666666666,0.7813953488372093,0.7465277777777778,LDA+SVM subj-weights
7,0.65,0.7291666666666666,0.8,0.6423611111111112,LDA+SVM subj-weights
7,0.7,0.7291666666666666,0.7961783439490446,0.5451388888888888,LDA+SVM subj-weights
8,0.0,0.7419354838709677,0.7419354838709677,1.0,LDA+SVM subj-weights
8,0.55,0.7419354838709677,0.8076923076923077,0.8387096774193549,LDA+SVM subj-weights
8,0.6,0.7419354838709677,0.8349056603773585,0.7598566308243727,LDA+SVM subj-weights
8,0.65,0.7419354838709677,0.8556701030927835,0.6953405017921147,LDA+SVM subj-weights
8,0.7,0.7419354838709677,0.8757062146892656,0.6344086021505376,LDA+SVM subj-weights
9,0.0,0.5919117647058824,0.5919117647058824,1.0,LDA+SVM subj-weights
9,0.55,0.5919117647058824,0.6196319018404908,0.5992647058823529,LDA+SVM subj-weights
9,0.6,0.5919117647058824,0.6715328467153284,0.5036764705882353,LDA+SVM subj-weights
9,0.65,0.5919117647058824,0.6788990825688074,0.4007352941176471,LDA+SVM subj-weights
9,0.7,0.5919117647058824,0.6881720430107527,0.3419117647058823,LDA+SVM subj-weights
