metric,n,mean,sd,ci_low_95,ci_high_95,t_stat,p_value
ensemble_acc_all,9,0.6549505281454739,0.1596038679294645,0.5322681349988324,0.7776329212921155,,
ensemble_acc_confident,6,0.8470890501608085,0.06710380336996541,0.7766679273317946,0.9175101729898224,,
ensemble_coverage,9,0.3876674132014084,0.3984134915836279,0.08141969349708306,0.6939151329057338,,
best_single_acc,9,0.6281216189201669,0.15032003399979357,0.512575412250982,0.7436678255893518,,
delta_all_vs_best,9,0.026828909225307025,0.017205702327763,0.01360343565300255,0.0400543827976115,,
delta_conf_vs_best,6,0.13922805755389947,0.07160868835358192,0.06407934786944612,0.2143767672383528,,
paired_ttest_all_vs_best,9,,,,,4.677910040675774,0.0015861674639156733
paired_ttest_confident_vs_best,6,,,,,4.762518441923728,0.005048149611736797
