subject,n_trials,n_channels,n_timepoints,n_classes,weights,LDA_oof_acc,SVM_oof_acc,threshold,ensemble_acc_all,ensemble_acc_confident,ensemble_coverage
1,288,22,1126,4,"{""LDA"": 0.4965628790942175, ""SVM"": 0.5034371209057824}",0.7430555555555556,0.7569444444444444,0.75,0.7569444444444444,0.8680555555555556,0.5
2,288,22,1126,4,"{""LDA"": 0.5138795826553078, ""SVM"": 0.4861204173446923}",0.6215277777777778,0.6041666666666666,0.75,0.6006944444444444,0.8701298701298701,0.2673611111111111
3,288,22,1126,4,"{""LDA"": 0.49763369616658776, ""SVM"": 0.5023663038334122}",0.7638888888888888,0.7638888888888888,0.75,0.7708333333333334,0.9085365853658537,0.5694444444444444
4,288,22,1126,4,"{""LDA"": 0.45984435797665374, ""SVM"": 0.5401556420233463}",0.3993055555555556,0.3472222222222222,0.75,0.4166666666666667,1.0,0.003472222222222222
5,288,22,1126,4,"{""LDA"": 0.5171688331204448, ""SVM"": 0.48283116687955513}",0.3819444444444444,0.3784722222222222,0.75,0.3923611111111111,,0.0
6,288,22,1126,4,"{""LDA"": 0.5119923684927774, ""SVM"": 0.48800763150722265}",0.4409722222222222,0.3993055555555556,0.75,0.4340277777777778,0.7777777777777778,0.03125
7,288,22,1126,4,"{""LDA"": 0.5035340096457676, ""SVM"": 0.4964659903542325}",0.7430555555555556,0.7256944444444444,0.75,0.7395833333333334,0.8273381294964028,0.4826388888888889
8,288,22,1126,4,"{""LDA"": 0.4987558388265596, ""SVM"": 0.5012441611734404}",0.7222222222222222,0.7048611111111112,0.75,0.7152777777777778,0.8928571428571429,0.4861111111111111
9,277,22,1126,4,"{""LDA"": 0.5191231343283582, ""SVM"": 0.48087686567164173}",0.5703971119133574,0.5342960288808665,0.75,0.5703971119133574,0.7450980392156863,0.18411552346570398
