metric,n,mean,sd,ci_low_95,ci_high_95,t_stat,p_value
ensemble_acc_all,9,0.6127754936043144,0.13863432062153688,0.5062117213928197,0.7193392658158091,,
ensemble_acc_confident,9,0.6632325323016681,0.12446346774777589,0.5675614418655943,0.7589036227377419,,
ensemble_coverage,9,0.815607311583545,0.10363812767728983,0.7359439945873292,0.8952706285797609,,
best_single_acc,9,0.6281216189201669,0.15032003399979357,0.512575412250982,0.7436678255893518,,
delta_all_vs_best,9,-0.015346125315852659,0.02859881723892231,-0.03732912225415367,0.006636871622448352,,
delta_conf_vs_best,9,0.03511091338150119,0.037817335349199115,0.0060419361489492465,0.06417989061405313,,
paired_ttest_all_vs_best,9,,,,,-1.6097999984733928,0.14610764067350074
paired_ttest_confident_vs_best,9,,,,,2.785303067280606,0.023729610820017257
