LDA_mean,SVM_mean,RF_mean,LDA_subject_std,SVM_subject_std,RF_subject_std,BestSingle_mean,BestSingle_subject_std
0.5984548448795273,0.5763552166728211,0.543818349426335,0.15698095221472558,0.1738098952977517,0.18520708311331363,0.6004041626183186,0.15911319740360258
